iter	Recall	Logloss
883	0.5759197324	0.3709299913
884	0.5759197324	0.3708818576
885	0.5759197324	0.3708815538
886	0.5759197324	0.3707484809
887	0.5759197324	0.3707481337
888	0.5759197324	0.3707470052
889	0.5759197324	0.3707467448
890	0.5759197324	0.3707295573
891	0.5759197324	0.3707137587
892	0.5759197324	0.3707137153
893	0.5759197324	0.3707135851
894	0.5759197324	0.3706976997
895	0.5759197324	0.3706976563
896	0.5759197324	0.3706578993
897	0.5759197324	0.3706458333
898	0.5759197324	0.3706457031
899	0.5759197324	0.3706453559
900	0.5765886288	0.3705921441
901	0.5765886288	0.3705811198
902	0.5765886288	0.3705736545
903	0.5765886288	0.3705731771
904	0.5765886288	0.3705087674
905	0.5765886288	0.3705071181
906	0.5765886288	0.3704059896
907	0.5765886288	0.3703226997
908	0.5765886288	0.3702907552
909	0.5772575251	0.3702397135
910	0.5772575251	0.370189974
911	0.5772575251	0.3701898003
912	0.5772575251	0.3701897569
913	0.5772575251	0.3701894531
914	0.5772575251	0.3701888455
915	0.5772575251	0.3701200087
916	0.5779264214	0.3700897569
917	0.5779264214	0.3700422309
918	0.5779264214	0.3699834635
919	0.5779264214	0.3699398003
920	0.5779264214	0.3699385417
921	0.5779264214	0.3699056858
922	0.5785953177	0.3698822483
923	0.5785953177	0.3698821615
924	0.5785953177	0.3698519097
925	0.5785953177	0.3698512587
926	0.5785953177	0.3698211372
927	0.5785953177	0.3698190538
928	0.5785953177	0.3698182292
929	0.5785953177	0.3698086806
930	0.5779264214	0.3697545139
931	0.5779264214	0.3697543403
932	0.5779264214	0.369752908
933	0.5779264214	0.3697181424
934	0.5779264214	0.3697167101
935	0.5779264214	0.3697164063
936	0.5779264214	0.3697005642
937	0.5779264214	0.3696571181
938	0.5779264214	0.3696236979
939	0.5779264214	0.3695772135
940	0.5779264214	0.3695443142
941	0.5779264214	0.3695291233
942	0.5779264214	0.3694682292
943	0.5779264214	0.3694647135
944	0.5779264214	0.3694645833
945	0.5779264214	0.3694466146
946	0.5779264214	0.3694184028
947	0.5779264214	0.3693851563
948	0.5779264214	0.3693822483
949	0.5779264214	0.3693678385
950	0.5779264214	0.3693677083
951	0.5779264214	0.3693671441
952	0.5779264214	0.369362066
953	0.5779264214	0.3693616753
954	0.5779264214	0.3693614583
955	0.5779264214	0.3693423611
956	0.5779264214	0.3693411024
957	0.5779264214	0.3692969184
958	0.5779264214	0.3692477865
959	0.5779264214	0.3692470486
960	0.5779264214	0.3692470486
961	0.5779264214	0.3692469184
962	0.5779264214	0.3692413194
963	0.5779264214	0.3692412326
964	0.5779264214	0.3692411024
965	0.5779264214	0.3692138455
966	0.5779264214	0.3691775174
967	0.5779264214	0.3691437066
968	0.5785953177	0.368981033
969	0.5785953177	0.3689782986
970	0.579264214	0.3689301649
971	0.579264214	0.3689077257
972	0.579264214	0.3688941406
973	0.579264214	0.368802691
974	0.579264214	0.3687828559
975	0.579264214	0.368722092
976	0.579264214	0.3687217014
977	0.579264214	0.3686933594
978	0.579264214	0.3686931858
979	0.579264214	0.3686868924
980	0.579264214	0.3686626736
981	0.579264214	0.3686622396
982	0.579264214	0.3686121528
983	0.579264214	0.368610026
984	0.579264214	0.3686092882
985	0.5799331104	0.3685648872
986	0.579264214	0.3685645833
987	0.5799331104	0.3685476563
988	0.5799331104	0.3684594184
989	0.5799331104	0.3684562934
990	0.5799331104	0.3684484809
991	0.5799331104	0.368447092
992	0.5799331104	0.3684457465
993	0.5806020067	0.3683942708
994	0.5806020067	0.3683440104
995	0.5806020067	0.3683437934
996	0.5806020067	0.368293099
997	0.581270903	0.368262283
998	0.581270903	0.3682608941
999	0.581270903	0.3682223524
