iter	Recall	Logloss
126	0.4635451505	0.4282848958
127	0.4642140468	0.4276856771
128	0.4648829431	0.4273486111
129	0.4648829431	0.4268811632
130	0.4662207358	0.4264375
131	0.4668896321	0.4262175347
132	0.4688963211	0.4258667535
133	0.4702341137	0.425583941
134	0.4702341137	0.4251677951
135	0.4702341137	0.4249184462
136	0.4702341137	0.4244858507
137	0.4702341137	0.4241175781
138	0.47090301	0.4237279948
139	0.47090301	0.4233813368
140	0.47090301	0.4229984809
141	0.47090301	0.4227534722
142	0.47090301	0.4223167969
143	0.4715719064	0.4219436632
144	0.4715719064	0.4216249566
145	0.4715719064	0.4213675347
146	0.4715719064	0.4210424479
147	0.472909699	0.4207336806
148	0.472909699	0.4205625868
149	0.4715719064	0.4203407552
150	0.4715719064	0.420038151
151	0.4742474916	0.419743533
152	0.4755852843	0.4196007378
153	0.4769230769	0.4193316406
154	0.4829431438	0.4190628038
155	0.4802675585	0.4188197483
156	0.4849498328	0.4184704861
157	0.4842809365	0.4182278646
158	0.4849498328	0.4179336372
159	0.4903010033	0.4176176649
160	0.4889632107	0.4174156684
161	0.4903010033	0.4170680556
162	0.4909698997	0.4168631076
163	0.4936454849	0.4165242188
164	0.4929765886	0.4163638021
165	0.4943143813	0.4161552083
166	0.4976588629	0.4158633247
167	0.5003344482	0.4154646267
168	0.5023411371	0.4151485243
169	0.5016722408	0.4149919271
170	0.5056856187	0.414740191
171	0.5043478261	0.4146480035
172	0.5036789298	0.4145194878
173	0.5050167224	0.4143510417
174	0.5056856187	0.4142328125
175	0.5056856187	0.4140489583
176	0.5063545151	0.4138634983
177	0.5056856187	0.4135816406
178	0.5070234114	0.413411849
179	0.5076923077	0.4131702691
180	0.5090301003	0.4130760417
181	0.5117056856	0.4129697049
182	0.5143812709	0.4125904514
183	0.5137123746	0.412412934
184	0.5137123746	0.4122706163
185	0.5137123746	0.4121471788
186	0.5137123746	0.4119845486
187	0.5163879599	0.4118582465
188	0.5170568562	0.4115017361
189	0.5177257525	0.4114204427
190	0.5177257525	0.4112713976
191	0.5177257525	0.411124783
192	0.5197324415	0.4108553819
193	0.5210702341	0.4106319444
194	0.5210702341	0.4105152344
195	0.5217391304	0.4103111979
196	0.5224080268	0.4102208333
197	0.5224080268	0.4100010851
198	0.5224080268	0.409772092
199	0.5224080268	0.4095881944
200	0.5217391304	0.4094858073
201	0.5224080268	0.4092763889
202	0.5224080268	0.4090832899
203	0.5224080268	0.4089878038
204	0.5224080268	0.408852474
205	0.5224080268	0.408734592
206	0.5224080268	0.408616276
207	0.5224080268	0.4083925781
208	0.5230769231	0.4082612413
209	0.5230769231	0.408089974
210	0.5230769231	0.4079903212
211	0.5230769231	0.4078997396
212	0.5230769231	0.4077021267
213	0.5237458194	0.4074971788
214	0.5237458194	0.4073818142
215	0.5230769231	0.4071815538
216	0.525083612	0.4069906684
217	0.5244147157	0.4069496094
218	0.5244147157	0.4068754774
219	0.5237458194	0.4066925781
220	0.5237458194	0.4066354601
221	0.5244147157	0.4065470486
222	0.5244147157	0.4064055122
223	0.5257525084	0.406350434
224	0.525083612	0.4062732205
225	0.5257525084	0.4061432726
226	0.5264214047	0.4060552083
227	0.5264214047	0.4059413194
228	0.5264214047	0.4058858073
229	0.5277591973	0.4057705295
230	0.5277591973	0.4056947917
231	0.5284280936	0.4055935764
232	0.5277591973	0.4055483073
233	0.5284280936	0.4054401476
234	0.52909699	0.4053530816
235	0.52909699	0.4052639757
236	0.5304347826	0.4050897569
237	0.5311036789	0.4050728733
238	0.5311036789	0.4050144531
239	0.5317725753	0.4049122396
240	0.5317725753	0.4048068142
241	0.5317725753	0.4047536892
242	0.5311036789	0.4046966146
243	0.5324414716	0.4045978733
244	0.5324414716	0.4044609809
245	0.5324414716	0.4044329427
246	0.5324414716	0.4041746528
247	0.5324414716	0.404137066
248	0.5324414716	0.4039668837
249	0.5324414716	0.4039298177
250	0.5317725753	0.4038942708
251	0.5317725753	0.4038192274
252	0.5317725753	0.4036119358
253	0.5317725753	0.403493967
254	0.5324414716	0.4033583767
255	0.5324414716	0.4032170573
256	0.5331103679	0.4030891493
257	0.5324414716	0.4030568576
258	0.5337792642	0.4028945747
259	0.5331103679	0.4028359375
260	0.5337792642	0.402640625
261	0.5337792642	0.4025689236
262	0.5337792642	0.402403342
263	0.5344481605	0.402310026
264	0.5351170569	0.4022756076
265	0.5351170569	0.4021696181
266	0.5351170569	0.4021394097
267	0.5351170569	0.4020238715
268	0.5351170569	0.4020036024
269	0.5351170569	0.4019507812
270	0.5351170569	0.4017871094
271	0.5351170569	0.401696658
272	0.5351170569	0.4016735677
273	0.5351170569	0.4016287326
274	0.5351170569	0.4016198785
275	0.5357859532	0.4015407118
276	0.5364548495	0.4014105469
277	0.5357859532	0.4013359809
278	0.5371237458	0.4012291667
279	0.5371237458	0.4011476128
280	0.5371237458	0.4011052951
281	0.5364548495	0.4010842882
282	0.5364548495	0.4010221354
283	0.5371237458	0.4009825087
284	0.5364548495	0.4009617187
285	0.5377926421	0.4009161892
286	0.5371237458	0.4008899306
287	0.5377926421	0.4008411458
288	0.5371237458	0.4008229167
289	0.5384615385	0.4007054253
290	0.5384615385	0.4005506944
291	0.5391304348	0.4004185764
292	0.5397993311	0.4003087674
293	0.5404682274	0.4001809028
294	0.5411371237	0.400097309
295	0.5397993311	0.4000719184
296	0.5391304348	0.399990191
297	0.5404682274	0.3998302951
298	0.5418060201	0.3997386719
299	0.5424749164	0.3996040365
300	0.5431438127	0.3994672309
301	0.5431438127	0.3993391493
302	0.5424749164	0.3992744792
303	0.5418060201	0.3991575955
304	0.5431438127	0.3990704427
305	0.5444816054	0.398993967
306	0.5431438127	0.3988459201
307	0.543812709	0.3987863715
308	0.5431438127	0.3987292535
309	0.5431438127	0.3987158854
310	0.5424749164	0.3986822049
311	0.5431438127	0.3986185764
312	0.5424749164	0.3985413194
313	0.5418060201	0.3985196181
314	0.5424749164	0.3984770833
315	0.5424749164	0.3983663628
316	0.5411371237	0.3983272569
317	0.5418060201	0.3982531684
318	0.5411371237	0.398218316
319	0.5411371237	0.3981643663
320	0.5418060201	0.398144184
321	0.5424749164	0.3980306858
322	0.5411371237	0.3979779514
323	0.5424749164	0.3978037326
324	0.5424749164	0.3976402778
325	0.5418060201	0.3975718316
326	0.5424749164	0.3975090712
327	0.5431438127	0.3974330729
328	0.5431438127	0.3974114583
329	0.5431438127	0.3973818142
330	0.5431438127	0.3973648003
331	0.5431438127	0.3973414062
332	0.543812709	0.397237717
333	0.543812709	0.3971454861
334	0.5444816054	0.3971259549
335	0.543812709	0.3970696181
336	0.543812709	0.396994184
337	0.543812709	0.3969775608
338	0.543812709	0.3968972222
339	0.5451505017	0.3968595486
340	0.543812709	0.3966389757
341	0.543812709	0.3966333333
342	0.5444816054	0.3965972656
343	0.5444816054	0.3965114149
344	0.5444816054	0.3964583333
345	0.5451505017	0.3964515625
346	0.5451505017	0.3962585503
347	0.543812709	0.3962388455
348	0.543812709	0.3960125
349	0.5444816054	0.3959532552
350	0.5444816054	0.3959332899
351	0.5444816054	0.395805816
352	0.543812709	0.3956827257
353	0.5444816054	0.3954727431
354	0.5444816054	0.3954145833
355	0.5444816054	0.3953015625
356	0.5444816054	0.3951957899
357	0.5444816054	0.3951546441
358	0.5444816054	0.3950743924
359	0.5444816054	0.3949592448
360	0.5444816054	0.3949013889
361	0.543812709	0.3948157986
362	0.5444816054	0.3947828559
363	0.5444816054	0.3947710938
364	0.543812709	0.3946731771
365	0.543812709	0.3946671875
366	0.5444816054	0.394655816
367	0.5451505017	0.3946075521
368	0.5464882943	0.3944905816
369	0.545819398	0.3944475694
370	0.545819398	0.3944202257
371	0.5451505017	0.3943559028
372	0.545819398	0.3943378472
373	0.545819398	0.3941450521
374	0.5464882943	0.3940184462
375	0.5464882943	0.393966059
376	0.5464882943	0.3938300347
377	0.5464882943	0.3937416667
378	0.5464882943	0.3936210937
379	0.5464882943	0.3935739149
380	0.5464882943	0.3935717882
381	0.5464882943	0.3935138889
382	0.5464882943	0.3935038628
383	0.5464882943	0.3934623264
384	0.5471571906	0.3933684896
385	0.5471571906	0.3932741319
386	0.5471571906	0.3932248264
387	0.5471571906	0.3931898437
388	0.5471571906	0.3931020399
389	0.547826087	0.3930480903
390	0.5471571906	0.3930043403
391	0.5471571906	0.3929770399
392	0.5471571906	0.39291875
393	0.5471571906	0.3929128906
394	0.5471571906	0.392899783
395	0.5471571906	0.3928452691
396	0.5471571906	0.3928387587
397	0.5471571906	0.3928315104
398	0.5471571906	0.3927487413
399	0.5471571906	0.3927403212
400	0.5471571906	0.3926223524
401	0.5471571906	0.3925869358
402	0.547826087	0.392527474
403	0.547826087	0.3924939236
404	0.547826087	0.3924880208
405	0.547826087	0.3924339844
406	0.547826087	0.3923817708
407	0.5484949833	0.3922783854
408	0.5484949833	0.3922635417
409	0.5484949833	0.3921867622
410	0.547826087	0.3921273003
411	0.547826087	0.392055816
412	0.547826087	0.3920501302
413	0.5484949833	0.3919397569
414	0.5484949833	0.3918953559
415	0.5484949833	0.3918169271
416	0.5484949833	0.3916608073
417	0.5484949833	0.3916387153
418	0.547826087	0.3916195312
419	0.5484949833	0.3916173611
420	0.547826087	0.3916144097
421	0.5484949833	0.3915858507
422	0.547826087	0.3915202691
423	0.547826087	0.3914789497
424	0.547826087	0.3914501736
425	0.547826087	0.3913490885
426	0.5471571906	0.3913171875
427	0.547826087	0.3911938368
428	0.5491638796	0.3911378472
429	0.5498327759	0.3910594618
430	0.5498327759	0.3910501302
431	0.5498327759	0.3910474826
432	0.5505016722	0.3910330729
433	0.5505016722	0.391019401
434	0.5505016722	0.3909187934
435	0.5505016722	0.390875
436	0.5505016722	0.3908262153
437	0.5505016722	0.3907836372
438	0.5505016722	0.3907807726
439	0.5505016722	0.3907524306
440	0.5498327759	0.3906159288
441	0.5505016722	0.3905935764
442	0.5518394649	0.3905572049
443	0.5511705686	0.3905123264
444	0.5511705686	0.3905067274
445	0.5511705686	0.3904504774
446	0.5511705686	0.3903585069
447	0.5518394649	0.3902804687
448	0.5518394649	0.3901792535
449	0.5518394649	0.3901705729
450	0.5518394649	0.3901633681
451	0.5518394649	0.3900469184
452	0.5518394649	0.3900406684
453	0.5518394649	0.3899755208
454	0.5518394649	0.3899339844
455	0.5518394649	0.3898006076
456	0.5518394649	0.3897981337
457	0.5518394649	0.3897777778
458	0.5518394649	0.3897744792
459	0.5518394649	0.3897422743
460	0.5511705686	0.3897398437
461	0.5505016722	0.3896733073
462	0.5511705686	0.3896521267
463	0.5505016722	0.3895960069
464	0.5505016722	0.3895868056
465	0.5505016722	0.3895799479
466	0.5505016722	0.3895635851
467	0.5518394649	0.3894772569
468	0.5518394649	0.3894297309
469	0.5511705686	0.3893770399
470	0.5511705686	0.3893159722
471	0.5518394649	0.3892908854
472	0.5518394649	0.3892257813
473	0.5525083612	0.389171224
474	0.5525083612	0.3890907118
475	0.5525083612	0.3890835069
476	0.5525083612	0.3890481337
477	0.5525083612	0.3888608073
478	0.5525083612	0.3888586372
479	0.5525083612	0.3888096788
480	0.5525083612	0.3887907118
481	0.5518394649	0.3887639323
482	0.5518394649	0.3886740017
483	0.5518394649	0.3886557292
484	0.5518394649	0.3886552083
485	0.5518394649	0.388609809
486	0.5518394649	0.3885544271
487	0.5511705686	0.3885257812
488	0.5531772575	0.3884865885
489	0.5531772575	0.3883815972
490	0.5531772575	0.3883564236
491	0.5531772575	0.388353342
492	0.5531772575	0.388221441
493	0.5531772575	0.3882190104
494	0.5531772575	0.3880963976
495	0.5531772575	0.3880956597
496	0.5531772575	0.3880118056
497	0.5531772575	0.3879459635
498	0.5531772575	0.3879394531
499	0.5531772575	0.3879341146
500	0.5545150502	0.3878193142
501	0.5545150502	0.3878077257
502	0.5545150502	0.3877403212
503	0.5545150502	0.3877385851
504	0.5545150502	0.3877385417
505	0.5545150502	0.3877207465
506	0.5545150502	0.3876483073
507	0.5545150502	0.3875653212
508	0.5551839465	0.3875476562
509	0.5538461538	0.3874680122
510	0.5551839465	0.3873795139
511	0.5551839465	0.3873766493
512	0.5551839465	0.3873438802
513	0.5565217391	0.3871022135
514	0.5565217391	0.3870296875
515	0.5571906355	0.386927908
516	0.5571906355	0.3868269965
517	0.5571906355	0.3867988715
518	0.5571906355	0.3867496962
519	0.5571906355	0.3866772569
520	0.5571906355	0.3866753472
521	0.5571906355	0.386666276
522	0.5571906355	0.3866499132
523	0.5571906355	0.3865936632
524	0.5571906355	0.3865929253
525	0.5571906355	0.3865620226
526	0.5578595318	0.3865421007
527	0.5578595318	0.3865342882
528	0.5578595318	0.3865321181
529	0.5578595318	0.3864595486
530	0.5578595318	0.3864313368
531	0.5578595318	0.3863758681
532	0.5585284281	0.3863708333
533	0.5585284281	0.3862981771
534	0.5585284281	0.3862402778
535	0.5591973244	0.3861479601
536	0.5591973244	0.3861351997
537	0.5591973244	0.386018967
538	0.5585284281	0.385944401
539	0.5585284281	0.3857379774
540	0.5585284281	0.3857368924
541	0.5585284281	0.3857342014
542	0.5585284281	0.3856030816
543	0.5585284281	0.3856029514
544	0.5591973244	0.3855858507
545	0.5591973244	0.3854448351
546	0.5591973244	0.3853798177
547	0.5591973244	0.3853562934
548	0.5591973244	0.3853241753
549	0.5591973244	0.3852824653
550	0.5585284281	0.38528125
551	0.5591973244	0.3852143229
552	0.5591973244	0.3852084201
553	0.5591973244	0.3851715712
554	0.5591973244	0.3850453125
555	0.5591973244	0.3848825087
556	0.5591973244	0.3848822483
557	0.5591973244	0.3848245226
558	0.5591973244	0.3848019965
559	0.5591973244	0.3847931858
560	0.5591973244	0.3847921875
561	0.5591973244	0.3847116753
562	0.5591973244	0.3847039063
563	0.5591973244	0.3846001736
564	0.5585284281	0.3845355903
565	0.5591973244	0.384483941
566	0.5585284281	0.3844236545
567	0.5585284281	0.3844200521
568	0.5591973244	0.3843983507
569	0.5598662207	0.3842878038
570	0.5598662207	0.3841325087
571	0.5598662207	0.384008724
572	0.5598662207	0.3839169271
573	0.5598662207	0.3838482639
574	0.5598662207	0.3837592014
575	0.5598662207	0.3836991319
576	0.5598662207	0.3836947917
577	0.5598662207	0.3836936632
578	0.5598662207	0.3836054688
579	0.5598662207	0.3834013455
580	0.5598662207	0.3833987413
581	0.5598662207	0.3832917969
582	0.5598662207	0.3832261719
583	0.5598662207	0.3832204861
584	0.5598662207	0.3831393663
585	0.5598662207	0.3831393229
586	0.5598662207	0.3830025174
587	0.5598662207	0.3829596354
588	0.5591973244	0.3829231337
589	0.5591973244	0.3829198351
590	0.5598662207	0.3828445313
591	0.5598662207	0.3828300347
592	0.5598662207	0.3828017361
593	0.5598662207	0.3827038194
594	0.5598662207	0.3826732205
595	0.5598662207	0.3826359375
596	0.5598662207	0.3826358941
597	0.5598662207	0.3825342882
598	0.5598662207	0.382446441
599	0.5605351171	0.3824093316
600	0.5612040134	0.3823567274
601	0.5618729097	0.3822685764
602	0.5618729097	0.3822301649
603	0.5618729097	0.3821624132
604	0.5618729097	0.3820648003
605	0.5618729097	0.3820627604
606	0.5618729097	0.3820085503
607	0.5618729097	0.3820076389
608	0.5618729097	0.3819897135
609	0.5612040134	0.3818730903
610	0.5618729097	0.3818640625
611	0.562541806	0.3818277778
612	0.5618729097	0.3817751302
613	0.5612040134	0.3817662326
614	0.5618729097	0.3817128906
615	0.562541806	0.3817085503
616	0.562541806	0.3815975694
617	0.5618729097	0.3815245226
618	0.5618729097	0.3815241319
619	0.5618729097	0.3815065104
620	0.5618729097	0.3814804688
621	0.5618729097	0.3814197049
622	0.5618729097	0.3814179688
623	0.5618729097	0.3813947483
624	0.5618729097	0.3813765191
625	0.562541806	0.3813611979
626	0.562541806	0.3812885851
627	0.562541806	0.3812819444
628	0.562541806	0.3812165799
629	0.5632107023	0.3811512153
630	0.562541806	0.3811148003
631	0.562541806	0.3810612847
632	0.562541806	0.3810051649
633	0.562541806	0.3809095486
634	0.5632107023	0.3808868924
635	0.5632107023	0.3808369792
636	0.5632107023	0.3808229601
637	0.5632107023	0.3808207899
638	0.5632107023	0.3808153212
639	0.5632107023	0.380799349
640	0.5632107023	0.3807978299
641	0.5632107023	0.3807865451
642	0.5632107023	0.380693967
643	0.5632107023	0.380693099
644	0.5638795987	0.3806303819
645	0.564548495	0.3805323351
646	0.564548495	0.380506033
647	0.5638795987	0.3804501736
648	0.564548495	0.3804374132
649	0.564548495	0.3803645833
650	0.5638795987	0.3803256076
651	0.5632107023	0.3802871528
652	0.5632107023	0.3802827257
653	0.5632107023	0.3802742188
654	0.5632107023	0.3802246528
655	0.5632107023	0.3802184028
656	0.5632107023	0.3802172309
657	0.5632107023	0.3802164063
658	0.5632107023	0.3802144531
659	0.5632107023	0.3801897135
660	0.5632107023	0.3801728733
661	0.5632107023	0.3801446181
662	0.5632107023	0.3801438368
663	0.5632107023	0.3801148872
664	0.5632107023	0.3800491753
665	0.5632107023	0.380015625
666	0.5632107023	0.3799761285
667	0.5632107023	0.3799463542
668	0.5638795987	0.3799103299
669	0.5638795987	0.3799012153
670	0.5638795987	0.3798645399
671	0.5638795987	0.3798585503
672	0.5638795987	0.3797963976
673	0.5638795987	0.3797730903
674	0.5632107023	0.3797359809
675	0.5632107023	0.3797032118
676	0.5632107023	0.3796944444
677	0.5638795987	0.379543533
678	0.5638795987	0.379406467
679	0.5638795987	0.3793795573
680	0.5638795987	0.3793696615
681	0.5638795987	0.3793294271
682	0.5638795987	0.3793241319
683	0.5632107023	0.3793106337
684	0.5632107023	0.3792822049
685	0.5632107023	0.3792815104
686	0.5638795987	0.3791936198
687	0.5638795987	0.3791836806
688	0.5632107023	0.3791560764
689	0.5632107023	0.3791543837
690	0.5638795987	0.3790450521
691	0.5638795987	0.3789916667
692	0.564548495	0.378865191
693	0.564548495	0.3788205729
694	0.564548495	0.3787876302
695	0.5638795987	0.3787421007
696	0.5638795987	0.3786872396
697	0.5638795987	0.3786482205
698	0.5638795987	0.3786364583
699	0.564548495	0.378569184
700	0.564548495	0.3785472656
701	0.5638795987	0.3785276476
702	0.5638795987	0.3784733941
703	0.564548495	0.3784242187
704	0.5658862876	0.3783622396
705	0.5658862876	0.3782934896
706	0.5658862876	0.3782211372
707	0.5665551839	0.3781788628
708	0.5665551839	0.3781526476
709	0.5665551839	0.3781049479
710	0.5658862876	0.3780777778
711	0.5658862876	0.3780276042
712	0.5665551839	0.3780208333
713	0.5665551839	0.3779542969
714	0.5678929766	0.3778304687
715	0.5678929766	0.3777875
716	0.5678929766	0.3777369358
717	0.5678929766	0.3777351562
718	0.5665551839	0.3776371094
719	0.5665551839	0.3775924913
720	0.5665551839	0.3775299045
721	0.5665551839	0.3774332031
722	0.5672240803	0.3774098524
723	0.5678929766	0.3773134549
724	0.5672240803	0.3771907118
725	0.5678929766	0.3771895833
726	0.5685618729	0.3771259983
727	0.5685618729	0.3770949653
728	0.5685618729	0.3770935764
729	0.5692307692	0.3770819444
730	0.5692307692	0.3769947049
731	0.5692307692	0.3769941406
732	0.5692307692	0.376953125
733	0.5698996656	0.3768984809
734	0.5692307692	0.376847309
735	0.5692307692	0.3767548177
736	0.5698996656	0.376646875
737	0.5705685619	0.3766204861
738	0.5705685619	0.3766154948
739	0.5705685619	0.3766154514
740	0.5705685619	0.3765065972
741	0.5705685619	0.3765057292
742	0.5705685619	0.3765049045
743	0.5705685619	0.3764981337
744	0.5705685619	0.376472309
745	0.5705685619	0.3764682292
746	0.5705685619	0.3764618056
747	0.5705685619	0.3764381076
748	0.5705685619	0.3763596788
749	0.5705685619	0.3763296441
750	0.5705685619	0.3762774306
751	0.5705685619	0.3762548611
752	0.5705685619	0.3762371094
753	0.5705685619	0.3761845486
754	0.5705685619	0.3759636719
755	0.5705685619	0.3759634549
756	0.5705685619	0.375933941
757	0.5705685619	0.3759323351
758	0.5705685619	0.3759289931
759	0.5705685619	0.375928559
760	0.5705685619	0.375862717
761	0.5705685619	0.3758278646
762	0.5705685619	0.3758164497
763	0.5712374582	0.3756984375
764	0.5712374582	0.3756628472
765	0.5712374582	0.3756104167
766	0.5719063545	0.3755931424
767	0.5712374582	0.3755330295
768	0.5712374582	0.3755292101
769	0.5712374582	0.3755039497
770	0.5712374582	0.3754756076
771	0.5712374582	0.3754371528
772	0.5712374582	0.3754026042
773	0.5712374582	0.3753996528
774	0.5725752508	0.3752163194
775	0.5725752508	0.3752143229
776	0.5725752508	0.3751431424
777	0.5725752508	0.3750509115
778	0.5725752508	0.3750332899
779	0.5732441472	0.3749922743
780	0.5732441472	0.3749922309
781	0.5732441472	0.3749913194
782	0.5732441472	0.3749657552
783	0.5732441472	0.3749448785
784	0.5732441472	0.374930816
785	0.5732441472	0.3749283854
786	0.5732441472	0.3749147135
787	0.5732441472	0.3748774306
788	0.5732441472	0.3748767361
789	0.5732441472	0.3747696181
790	0.5732441472	0.3747690104
791	0.5732441472	0.3747328125
792	0.5732441472	0.3747278212
793	0.5732441472	0.3745881076
794	0.5732441472	0.3744980035
795	0.5725752508	0.3744365451
796	0.5719063545	0.3744031684
797	0.5725752508	0.3743486979
798	0.5725752508	0.3742952691
799	0.5732441472	0.3742792535
800	0.5725752508	0.3742028646
801	0.5725752508	0.3741836372
802	0.5725752508	0.3741666233
803	0.5725752508	0.3741192708
804	0.5732441472	0.3740476563
805	0.5732441472	0.3740200955
806	0.5725752508	0.3739854167
807	0.5725752508	0.3739621962
808	0.5725752508	0.3739611111
809	0.5719063545	0.3738954861
810	0.5719063545	0.3738795573
811	0.5719063545	0.3738791233
812	0.5719063545	0.3738737847
813	0.5725752508	0.373818099
814	0.5725752508	0.3738179688
815	0.5732441472	0.3737694444
816	0.5725752508	0.37376875
817	0.5739130435	0.3736790365
818	0.5739130435	0.3736714844
819	0.5739130435	0.3736005208
820	0.5739130435	0.373575
821	0.5739130435	0.3735523872
822	0.5739130435	0.3735508681
823	0.5739130435	0.3735496528
824	0.5739130435	0.373500651
825	0.5745819398	0.3734328125
826	0.5745819398	0.373400217
827	0.5739130435	0.3733471788
828	0.5739130435	0.3733470486
829	0.5745819398	0.3733454427
830	0.5752508361	0.3732672743
831	0.5752508361	0.3732654514
832	0.5752508361	0.3732652778
833	0.5739130435	0.3731147135
834	0.5739130435	0.3730870226
835	0.5745819398	0.3730484375
836	0.5752508361	0.3729494358
837	0.5752508361	0.3729478733
838	0.5752508361	0.3729165799
839	0.5752508361	0.3729162326
840	0.5752508361	0.3728553819
841	0.5752508361	0.3728015625
842	0.5752508361	0.3728011719
843	0.5759197324	0.3727186632
844	0.5765886288	0.3725867622
845	0.5759197324	0.3725616319
846	0.5759197324	0.3725113281
847	0.5752508361	0.3724668837
848	0.5752508361	0.3724251736
849	0.5759197324	0.3724226997
850	0.5759197324	0.3722939236
851	0.5752508361	0.3721445313
852	0.5752508361	0.3721064236
853	0.5752508361	0.3720682292
854	0.5752508361	0.3720286892
855	0.5752508361	0.372002691
856	0.5752508361	0.3720023003
857	0.5752508361	0.3718776476
858	0.5752508361	0.3718772569
859	0.5752508361	0.3718453125
860	0.5752508361	0.3718440104
861	0.5752508361	0.3718421441
862	0.5759197324	0.3717490885
863	0.5759197324	0.3716692274
864	0.5759197324	0.3716627604
865	0.5759197324	0.3716624566
866	0.5759197324	0.3716623264
867	0.5759197324	0.3716424913
868	0.5759197324	0.3716088542
869	0.5759197324	0.371528125
870	0.5759197324	0.3714911024
871	0.5765886288	0.371390191
872	0.5765886288	0.37136875
873	0.5759197324	0.3713485677
874	0.5759197324	0.3713114149
875	0.5759197324	0.3712657986
876	0.5752508361	0.3711513021
877	0.5759197324	0.3711266927
878	0.5759197324	0.3710667535
879	0.5759197324	0.3710638889
880	0.5759197324	0.3710625
881	0.5759197324	0.3710334635
882	0.5759197324	0.3709304253
